------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
Created 14-Dec-2024 17:11:15.
======  Blade Properties =================================================================
         50   NumBlNds           - Number of blade nodes used in the analysis (-)
  BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
   (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	1.5594553E+01	5.2000000E+00	1
2.3877537E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	1.5587739E+01	5.2088399E+00	1
4.7755074E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	1.5410835E+01	5.2378871E+00	2
7.1632611E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	1.4948556E+01	5.2933253E+00	3
9.5510148E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	1.4258455E+01	5.3673399E+00	4
1.1938769E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	1.3397142E+01	5.4520927E+00	5
1.4326522E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	1.2422019E+01	5.5400317E+00	6
1.6714276E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	1.1394571E+01	5.6218243E+00	7
1.9102030E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	1.0370976E+01	5.6925312E+00	8
2.1489783E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	9.4039999E+00	5.7426109E+00	9
2.3877537E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	8.5515222E+00	5.7648368E+00	10
2.6265291E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	7.8331530E+00	5.7561195E+00	11
2.8653044E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	7.1913550E+00	5.7030985E+00	12
3.1040798E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	6.5516291E+00	5.6046760E+00	13
3.3428552E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	5.9339957E+00	5.4715591E+00	14
3.5816306E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	5.3460896E+00	5.3227780E+00	15
3.8204059E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.7963339E+00	5.1664823E+00	16
4.0591813E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.2965936E+00	5.0194213E+00	17
4.2979567E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.8469552E+00	4.8858079E+00	18
4.5367320E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.4453421E+00	4.7679597E+00	19
4.7755074E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.0769139E+00	4.6545661E+00	20
5.0142828E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	2.7335625E+00	4.5410311E+00	21
5.2530581E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	2.4122347E+00	4.4281756E+00	22
5.4918335E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	2.1116908E+00	4.3169589E+00	23
5.7306089E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	1.8283965E+00	4.2078807E+00	24
